GENESIS-Tabelle: 21211-0104
Ausbildungsverträge: Bundesländer, Jahre, Nationalität, Geschlecht, Ausbildungsbereich;;;;;;;;;;;;;;;;;;;
Berufsbildungsstatistik;;;;;;;;;;;;;;;;;;;
Neu abgeschlossene Ausbildungsverträge (Anzahl);;;;;;;;;;;;;;;;;;;
;;;;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer
2014;Insgesamt;Insgesamt;Insgesamt;73344;91053;15789;10020;5505;12672;36777;7809;55365;114585;26151;6879;18108;10617;19242;10092
2015;Industrie und Handel;Deutsche;männlich;24456;28941;5100;3729;2157;4836;12741;2673;17247;41076;8397;2193;6855;3960;5802;3945
2015;Industrie und Handel;Deutsche;weiblich;15459;19962;3375;2025;1458;3510;7995;1752;11376;25053;5241;1569;4014;2352;4155;2064
2015;Industrie und Handel;Deutsche;Insgesamt;39915;48903;8475;5754;3615;8343;20736;4422;28623;66129;13638;3762;10869;6312;9954;6009
2015;Industrie und Handel;Ausländer;männlich;2931;2961;399;135;105;387;1203;180;642;2637;456;99;228;93;141;198
2015;Industrie und Handel;Ausländer;weiblich;1881;1758;282;69;84;237;756;138;441;1455;240;51;96;45;108;102
2015;Industrie und Handel;Ausländer;Insgesamt;4812;4716;681;204;189;624;1959;318;1083;4089;696;150;324;138;249;300
2015;Industrie und Handel;Insgesamt;männlich;27387;31902;5499;3864;2262;5223;13941;2850;17889;43713;8853;2292;7086;4056;5943;4143
2015;Industrie und Handel;Insgesamt;weiblich;17340;21717;3657;2094;1542;3744;8754;1890;11817;26508;5481;1620;4110;2397;4260;2166
2015;Industrie und Handel;Insgesamt;Insgesamt;44727;53619;9156;5958;3804;8967;22695;4740;29706;70221;14334;3909;11196;6450;10203;6309
2015;Handwerk;Deutsche;männlich;12270;17787;2469;2049;687;1470;6222;1401;11886;20217;5277;1398;3375;1887;4485;1752
2015;Handwerk;Deutsche;weiblich;3852;5589;993;492;288;519;1830;408;3582;5838;1635;423;1203;591;1290;528
2015;Handwerk;Deutsche;Insgesamt;16119;23376;3465;2541;975;1992;8052;1809;15468;26055;6912;1821;4578;2481;5775;2280
2015;Handwerk;Ausländer;männlich;2181;1911;261;93;57;249;915;57;705;1962;537;105;102;78;198;90
2015;Handwerk;Ausländer;weiblich;822;522;108;18;27;78;258;6;219;660;150;48;42;15;39;18
2015;Handwerk;Ausländer;Insgesamt;3003;2433;366;111;84;327;1170;63;924;2622;687;153;144;96;237;108
2015;Handwerk;Insgesamt;männlich;14451;19698;2730;2142;744;1719;7137;1458;12591;22176;5814;1503;3477;1968;4683;1842
2015;Handwerk;Insgesamt;weiblich;4674;6108;1101;513;315;600;2088;414;3801;6498;1785;471;1248;609;1329;546
2015;Handwerk;Insgesamt;Insgesamt;19122;25809;3831;2655;1059;2319;9222;1872;16392;28674;7599;1971;4722;2574;6012;2388
2015;Landwirtschaft;Deutsche;männlich;1119;1599;150;345;39;96;513;324;1587;1989;519;117;486;363;594;309
2015;Landwirtschaft;Deutsche;weiblich;354;489;48;147;18;27;147;75;435;426;174;42;237;99;219;114
2015;Landwirtschaft;Deutsche;Insgesamt;1476;2091;195;492;54;123;660;399;2022;2415;693;159;723;462;813;423
2015;Landwirtschaft;Ausländer;männlich;30;18;6;6;0;3;18;-;30;33;18;0;3;0;6;6
2015;Landwirtschaft;Ausländer;weiblich;6;6;0;3;0;0;0;0;9;9;3;-;0;0;0;3
2015;Landwirtschaft;Ausländer;Insgesamt;36;27;6;9;0;3;18;0;39;42;18;0;6;3;6;9
2015;Landwirtschaft;Insgesamt;männlich;1149;1620;156;348;39;102;531;324;1617;2022;534;117;489;366;600;315
2015;Landwirtschaft;Insgesamt;weiblich;363;498;48;150;18;27;147;75;444;435;177;42;240;99;219;117
2015;Landwirtschaft;Insgesamt;Insgesamt;1512;2115;201;501;54;126;681;399;2061;2460;711;159;729;465;819;429
2015;Öffentlicher Dienst;Deutsche;männlich;492;606;237;153;45;48;300;96;561;1026;270;39;189;117;198;96
2015;Öffentlicher Dienst;Deutsche;weiblich;1314;1140;540;258;78;105;684;153;786;1695;351;51;405;177;282;150
2015;Öffentlicher Dienst;Deutsche;Insgesamt;1803;1746;777;411;123;153;984;249;1347;2718;621;90;597;294;480;246
2015;Öffentlicher Dienst;Ausländer;männlich;24;24;6;0;0;0;6;0;3;15;0;-;0;-;-;0
2015;Öffentlicher Dienst;Ausländer;weiblich;72;51;9;0;3;0;21;0;6;48;6;0;0;0;0;0
2015;Öffentlicher Dienst;Ausländer;Insgesamt;96;75;12;0;3;3;27;3;12;63;6;0;0;0;0;3
2015;Öffentlicher Dienst;Insgesamt;männlich;516;630;243;153;45;48;306;96;564;1041;270;39;192;117;198;96
2015;Öffentlicher Dienst;Insgesamt;weiblich;1386;1191;549;258;81;105;702;156;792;1740;357;51;405;177;282;153
2015;Öffentlicher Dienst;Insgesamt;Insgesamt;1899;1821;789;414;126;153;1008;252;1359;2781;627;90;597;294;480;249
2015;Freie Berufe;Deutsche;männlich;246;468;150;57;24;108;195;51;354;750;147;63;81;33;135;30
2015;Freie Berufe;Deutsche;weiblich;4404;6510;1320;489;339;897;2169;345;3855;8580;1698;393;750;357;1491;390
2015;Freie Berufe;Deutsche;Insgesamt;4650;6978;1470;546;363;1005;2364;399;4209;9330;1845;456;831;390;1626;420
2015;Freie Berufe;Ausländer;männlich;21;48;6;3;0;6;27;0;9;36;9;3;0;-;3;3
2015;Freie Berufe;Ausländer;weiblich;1044;1047;246;18;63;186;477;3;201;1173;243;36;27;3;63;15
2015;Freie Berufe;Ausländer;Insgesamt;1062;1092;252;18;63;192;504;3;210;1209;252;39;27;3;66;15
2015;Freie Berufe;Insgesamt;männlich;264;513;156;60;24;111;222;51;363;783;156;66;81;33;138;33
2015;Freie Berufe;Insgesamt;weiblich;5448;7557;1566;504;402;1083;2646;351;4056;9753;1941;429;777;360;1557;402
2015;Freie Berufe;Insgesamt;Insgesamt;5712;8070;1722;564;426;1197;2868;402;4419;10539;2094;495;858;393;1692;435
2015;Hauswirtschaft;Deutsche;männlich;21;15;9;9;3;6;-;6;27;42;21;3;9;15;-;12
2015;Hauswirtschaft;Deutsche;weiblich;288;237;60;57;27;21;-;54;282;387;132;36;93;84;-;111
2015;Hauswirtschaft;Deutsche;Insgesamt;309;252;69;66;27;24;-;60;309;429;153;36;102;96;-;123
2015;Hauswirtschaft;Ausländer;männlich;3;3;3;-;-;0;-;-;3;3;0;0;-;-;-;-
2015;Hauswirtschaft;Ausländer;weiblich;63;9;6;0;6;3;-;-;9;39;6;0;-;0;-;3
2015;Hauswirtschaft;Ausländer;Insgesamt;66;12;9;0;6;3;-;-;12;42;6;0;-;0;-;3
2015;Hauswirtschaft;Insgesamt;männlich;24;18;12;9;3;6;-;6;27;45;21;3;9;15;-;12
2015;Hauswirtschaft;Insgesamt;weiblich;351;246;66;57;33;24;-;54;291;426;141;36;93;84;-;111
2015;Hauswirtschaft;Insgesamt;Insgesamt;375;264;78;66;36;30;-;60;321;471;162;39;102;96;-;126
2015;Insgesamt;Deutsche;männlich;38604;49416;8115;6345;2952;6564;19971;4551;31659;65100;14628;3810;10998;6378;11211;6144
2015;Insgesamt;Deutsche;weiblich;25671;33927;6339;3471;2205;5076;12825;2787;20319;41979;9234;2511;6705;3657;7434;3354
2015;Insgesamt;Deutsche;Insgesamt;64275;83343;14451;9813;5157;11640;32796;7338;51978;107079;23862;6321;17703;10035;18645;9498
2015;Insgesamt;Ausländer;männlich;5187;4962;678;234;162;648;2166;237;1392;4683;1020;207;336;174;348;297
2015;Insgesamt;Ausländer;weiblich;3888;3393;648;108;183;504;1512;150;885;3384;648;135;165;66;210;138
2015;Insgesamt;Ausländer;Insgesamt;9075;8355;1326;342;348;1152;3678;387;2277;8067;1665;342;501;240;558;435
2015;Insgesamt;Insgesamt;männlich;43791;54381;8793;6579;3114;7209;22137;4788;33051;69783;15648;4017;11334;6552;11559;6441
2015;Insgesamt;Insgesamt;weiblich;29559;37317;6987;3579;2391;5583;14337;2937;21204;45363;9879;2646;6870;3723;7644;3495
2015;Insgesamt;Insgesamt;Insgesamt;73350;91698;15780;10158;5505;12792;36474;7725;54255;115146;25527;6663;18204;10275;19203;9936
2016;Industrie und Handel;Deutsche;männlich;24243;28488;4884;3630;2091;4842;12234;2628;16791;40320;8274;2169;6804;4002;5778;3849
2016;Industrie und Handel;Deutsche;weiblich;14967;19167;3234;1944;1347;3306;7773;1668;11067;23940;4962;1446;3834;2250;4044;2001
2016;Industrie und Handel;Deutsche;Insgesamt;39210;47655;8121;5577;3438;8148;20007;4296;27858;64260;13236;3618;10638;6252;9822;5850
2016;Industrie und Handel;Ausländer;männlich;3282;3459;480;207;165;402;1293;219;882;3123;591;132;243;111;234;222
2016;Industrie und Handel;Ausländer;weiblich;1989;1794;285;69;99;225;726;123;516;1497;327;78;117;48;114;90
2016;Industrie und Handel;Ausländer;Insgesamt;5268;5253;765;276;264;627;2019;342;1398;4620;918;210;360;159;351;312
2016;Industrie und Handel;Insgesamt;männlich;27525;31947;5364;3837;2256;5244;13527;2847;17676;43443;8865;2301;7047;4113;6012;4071
2016;Industrie und Handel;Insgesamt;weiblich;16956;20961;3519;2016;1449;3531;8499;1791;11583;25437;5289;1524;3951;2298;4161;2091
2016;Industrie und Handel;Insgesamt;Insgesamt;44478;52908;8883;5853;3705;8775;22026;4638;29256;68880;14151;3825;10998;6414;10173;6162
2016;Handwerk;Deutsche;männlich;12159;17076;2589;1953;687;1500;6129;1410;11514;19425;5241;1305;3447;1971;4443;1797
2016;Handwerk;Deutsche;weiblich;3903;5214;942;513;315;480;1701;411;3618;5742;1524;387;1191;582;1266;495
2016;Handwerk;Deutsche;Insgesamt;16065;22287;3531;2466;1002;1980;7827;1821;15132;25167;6765;1692;4638;2553;5709;2292
2016;Handwerk;Ausländer;männlich;2532;2304;306;129;111;261;1104;66;912;2463;570;147;114;99;327;144
2016;Handwerk;Ausländer;weiblich;816;588;90;33;36;63;279;21;210;705;147;48;51;15;72;24
2016;Handwerk;Ausländer;Insgesamt;3348;2889;396;162;147;324;1383;87;1122;3168;717;195;165;114;399;168
2016;Handwerk;Insgesamt;männlich;14691;19377;2895;2082;798;1761;7230;1473;12429;21888;5811;1452;3561;2070;4770;1944
2016;Handwerk;Insgesamt;weiblich;4719;5799;1032;546;354;543;1980;435;3825;6447;1671;435;1242;597;1338;519
2016;Handwerk;Insgesamt;Insgesamt;19413;25179;3927;2628;1149;2304;9210;1908;16254;28335;7482;1887;4800;2667;6108;2460
2016;Landwirtschaft;Deutsche;männlich;1077;1641;144;342;39;96;495;297;1683;1902;525;93;459;306;603;258
2016;Landwirtschaft;Deutsche;weiblich;399;504;54;129;9;33;162;78;522;477;144;42;219;90;210;75
2016;Landwirtschaft;Deutsche;Insgesamt;1476;2145;198;471;48;129;657;372;2205;2379;672;135;678;399;813;333
2016;Landwirtschaft;Ausländer;männlich;39;21;0;3;0;3;24;3;33;42;15;3;9;6;9;3
2016;Landwirtschaft;Ausländer;weiblich;9;3;0;0;0;-;3;0;12;6;3;-;3;0;3;0
2016;Landwirtschaft;Ausländer;Insgesamt;48;24;0;6;3;3;27;3;45;48;18;3;9;6;12;3
2016;Landwirtschaft;Insgesamt;männlich;1116;1662;144;345;42;99;519;300;1716;1944;540;96;468;312;615;261
2016;Landwirtschaft;Insgesamt;weiblich;408;510;54;129;9;33;165;78;534;483;147;42;222;90;213;75
2016;Landwirtschaft;Insgesamt;Insgesamt;1524;2172;198;477;51;132;684;378;2247;2427;690;138;690;402;825;336
2016;Öffentlicher Dienst;Deutsche;männlich;501;387;234;174;48;57;273;96;618;1110;234;39;246;168;195;114
2016;Öffentlicher Dienst;Deutsche;weiblich;1296;798;516;270;102;102;630;171;792;1731;360;51;420;198;300;180
2016;Öffentlicher Dienst;Deutsche;Insgesamt;1797;1185;747;444;150;159;903;270;1410;2841;594;87;666;366;495;294
2016;Öffentlicher Dienst;Ausländer;männlich;33;15;15;3;6;3;12;3;12;24;9;6;3;3;0;0
2016;Öffentlicher Dienst;Ausländer;weiblich;63;21;27;3;6;6;18;0;15;51;9;3;3;-;-;0
2016;Öffentlicher Dienst;Ausländer;Insgesamt;93;36;42;6;9;9;30;3;27;75;18;9;6;3;0;0
2016;Öffentlicher Dienst;Insgesamt;männlich;534;402;249;177;51;60;285;99;630;1134;243;45;249;171;195;114
2016;Öffentlicher Dienst;Insgesamt;weiblich;1359;819;543;273;108;108;648;174;807;1779;369;51;423;198;300;180
2016;Öffentlicher Dienst;Insgesamt;Insgesamt;1893;1224;789;450;159;168;933;273;1440;2916;612;96;672;369;495;294
2016;Freie Berufe;Deutsche;männlich;249;480;174;51;3;102;228;51;375;744;141;51;96;57;159;27
2016;Freie Berufe;Deutsche;weiblich;4335;6732;1380;453;342;1002;2250;345;3777;8439;1674;423;729;363;1494;381
2016;Freie Berufe;Deutsche;Insgesamt;4584;7212;1554;504;345;1104;2478;396;4152;9183;1815;477;825;420;1650;408
2016;Freie Berufe;Ausländer;männlich;30;63;15;0;3;6;27;0;15;48;12;6;3;0;6;0
2016;Freie Berufe;Ausländer;weiblich;1020;1158;252;18;54;165;507;9;330;1260;240;30;24;12;75;9
2016;Freie Berufe;Ausländer;Insgesamt;1050;1221;267;18;57;171;534;9;345;1308;252;36;27;15;81;9
2016;Freie Berufe;Insgesamt;männlich;276;543;189;51;6;108;255;51;390;789;153;57;99;57;165;27
2016;Freie Berufe;Insgesamt;weiblich;5358;7890;1629;471;396;1167;2757;354;4107;9699;1911;456;753;375;1569;390
2016;Freie Berufe;Insgesamt;Insgesamt;5634;8433;1821;522;399;1275;3015;405;4497;10491;2067;513;852;435;1734;417
2016;Hauswirtschaft;Deutsche;männlich;24;24;3;12;3;-;-;9;24;45;9;3;15;12;-;18
2016;Hauswirtschaft;Deutsche;weiblich;291;252;36;54;36;-;-;39;252;360;123;30;90;66;-;93
2016;Hauswirtschaft;Deutsche;Insgesamt;312;276;42;66;39;-;-;48;279;405;132;33;105;78;-;111
2016;Hauswirtschaft;Ausländer;männlich;12;3;0;0;0;-;-;-;0;3;0;0;-;0;-;-
2016;Hauswirtschaft;Ausländer;weiblich;69;3;3;-;3;-;-;-;6;30;3;0;-;0;-;0
2016;Hauswirtschaft;Ausländer;Insgesamt;81;6;3;0;3;-;-;-;6;33;6;3;-;0;-;0
2016;Hauswirtschaft;Insgesamt;männlich;33;27;6;12;3;-;-;9;27;51;9;3;15;12;-;18
2016;Hauswirtschaft;Insgesamt;weiblich;360;255;39;54;42;-;-;39;258;390;126;33;90;66;-;93
2016;Hauswirtschaft;Insgesamt;Insgesamt;393;279;45;66;45;-;-;48;285;438;138;36;105;78;-;111
2016;Insgesamt;Deutsche;männlich;38253;48096;8028;6162;2871;6597;19359;4491;31008;63546;14427;3663;11067;6519;11175;6066
2016;Insgesamt;Deutsche;weiblich;25194;32667;6159;3366;2154;4923;12513;2715;20025;40689;8787;2382;6480;3549;7314;3222
2016;Insgesamt;Deutsche;Insgesamt;63447;80763;14190;9528;5025;11520;31875;7203;51036;104235;23214;6042;17547;10068;18489;9288
2016;Insgesamt;Ausländer;männlich;5925;5865;819;342;285;678;2460;288;1857;5703;1197;297;369;219;579;372
2016;Insgesamt;Ausländer;weiblich;3966;3567;657;126;201;459;1533;156;1089;3546;729;159;198;78;264;120
2016;Insgesamt;Ausländer;Insgesamt;9891;9432;1476;468;486;1134;3993;447;2946;9249;1926;453;567;297;843;492
2016;Insgesamt;Insgesamt;männlich;44178;53961;8847;6504;3153;7272;21819;4779;32865;69249;15624;3957;11436;6738;11757;6435
2016;Insgesamt;Insgesamt;weiblich;29160;36234;6816;3492;2355;5382;14049;2871;21114;44235;9516;2538;6678;3627;7578;3345
2016;Insgesamt;Insgesamt;Insgesamt;73335;90195;15663;9996;5508;12654;35868;7650;53982;113484;25140;6498;18114;10365;19335;9780
2017;Industrie und Handel;Deutsche;männlich;24396;28926;4914;3624;2121;4716;12156;2769;16911;40965;8160;2115;7113;3753;5649;3918
2017;Industrie und Handel;Deutsche;weiblich;14190;18303;2931;1890;1281;3123;7326;1578;10455;22884;4818;1332;3729;2157;3969;1938
2017;Industrie und Handel;Deutsche;Insgesamt;38589;47229;7845;5511;3399;7839;19482;4347;27366;63849;12978;3447;10839;5910;9618;5859
2017;Industrie und Handel;Ausländer;männlich;3897;4278;564;231;249;585;1671;225;1305;3984;735;171;372;198;429;333
2017;Industrie und Handel;Ausländer;weiblich;2034;1773;264;87;75;234;807;114;525;1512;318;78;108;27;135;93
2017;Industrie und Handel;Ausländer;Insgesamt;5931;6048;831;318;321;819;2478;339;1830;5496;1053;249;480;225;564;426
2017;Industrie und Handel;Insgesamt;männlich;28296;33204;5478;3852;2367;5301;13827;2994;18219;44949;8895;2286;7482;3954;6078;4251
2017;Industrie und Handel;Insgesamt;weiblich;16224;20076;3195;1977;1353;3357;8133;1692;10980;24396;5136;1410;3837;2181;4104;2034
2017;Industrie und Handel;Insgesamt;Insgesamt;44520;53280;8673;5829;3723;8658;21960;4686;29199;69345;14031;3696;11319;6135;10182;6285
2017;Handwerk;Deutsche;männlich;11832;17391;2574;2130;669;1500;6054;1425;11466;19335;5235;1290;3576;1962;4347;1914
2017;Handwerk;Deutsche;weiblich;3627;5172;870;507;252;480;1746;399;3282;5316;1407;345;1275;522;1131;495
2017;Handwerk;Deutsche;Insgesamt;15459;22560;3444;2640;921;1980;7800;1824;14748;24651;6642;1635;4854;2487;5478;2409
2017;Handwerk;Ausländer;männlich;3144;3207;402;150;159;396;1626;108;1605;3876;936;204;267;120;597;117
2017;Handwerk;Ausländer;weiblich;699;612;93;15;39;57;252;33;222;750;156;30;45;15;84;18
2017;Handwerk;Ausländer;Insgesamt;3843;3819;495;165;198;453;1878;141;1827;4626;1095;234;312;135;681;135
2017;Handwerk;Insgesamt;männlich;14976;20595;2976;2280;828;1896;7680;1533;13071;23211;6171;1494;3843;2085;4941;2031
2017;Handwerk;Insgesamt;weiblich;4323;5784;963;522;291;537;1998;429;3504;6066;1566;375;1320;537;1218;513
2017;Handwerk;Insgesamt;Insgesamt;19299;26379;3939;2802;1119;2433;9678;1965;16575;29277;7737;1869;5163;2622;6159;2541
2017;Landwirtschaft;Deutsche;männlich;1080;1530;159;315;39;105;504;348;1629;1896;519;90;507;333;567;285
2017;Landwirtschaft;Deutsche;weiblich;381;495;63;132;9;33;126;84;498;438;180;33;204;81;201;108
2017;Landwirtschaft;Deutsche;Insgesamt;1461;2025;222;447;48;138;630;432;2127;2334;699;123;711;414;768;393
2017;Landwirtschaft;Ausländer;männlich;78;60;6;12;6;12;27;6;45;102;21;0;6;6;12;3
2017;Landwirtschaft;Ausländer;weiblich;9;6;0;0;-;-;0;0;9;15;0;-;0;0;6;0
2017;Landwirtschaft;Ausländer;Insgesamt;87;66;6;15;6;12;27;9;54;117;21;0;6;6;18;3
2017;Landwirtschaft;Insgesamt;männlich;1158;1590;165;327;45;117;531;354;1674;1998;540;90;513;339;579;288
2017;Landwirtschaft;Insgesamt;weiblich;390;501;63;132;9;33;126;84;507;450;180;33;204;84;207;108
2017;Landwirtschaft;Insgesamt;Insgesamt;1548;2091;228;462;54;150;657;438;2181;2451;720;123;714;420;786;396
2017;Öffentlicher Dienst;Deutsche;männlich;549;684;258;129;48;63;348;102;627;1101;255;51;300;177;108;129
2017;Öffentlicher Dienst;Deutsche;weiblich;1305;1017;543;306;102;105;705;192;804;1785;372;36;474;213;300;159
2017;Öffentlicher Dienst;Deutsche;Insgesamt;1854;1701;801;435;150;168;1053;294;1431;2889;627;87;774;390;408;288
2017;Öffentlicher Dienst;Ausländer;männlich;48;21;18;3;3;15;30;3;18;51;6;3;6;0;0;3
2017;Öffentlicher Dienst;Ausländer;weiblich;45;51;21;0;9;6;27;0;21;60;6;0;3;0;0;0
2017;Öffentlicher Dienst;Ausländer;Insgesamt;93;72;39;3;12;21;57;3;39;111;12;6;9;0;0;3
2017;Öffentlicher Dienst;Insgesamt;männlich;597;705;276;129;51;78;378;105;645;1152;264;54;306;177;108;132
2017;Öffentlicher Dienst;Insgesamt;weiblich;1350;1068;564;309;111;111;735;192;825;1848;375;39;477;213;300;159
2017;Öffentlicher Dienst;Insgesamt;Insgesamt;1947;1773;840;438;165;189;1113;297;1470;3000;639;93;783;390;408;291
2017;Freie Berufe;Deutsche;männlich;255;474;162;66;30;108;192;66;354;792;153;39;90;60;156;36
2017;Freie Berufe;Deutsche;weiblich;4584;6615;1230;495;333;870;2166;336;3867;8304;1722;375;750;357;1401;423
2017;Freie Berufe;Deutsche;Insgesamt;4839;7089;1389;561;360;978;2358;405;4221;9096;1875;414;840;417;1557;462
2017;Freie Berufe;Ausländer;männlich;42;87;30;3;9;12;42;3;30;66;15;6;6;3;6;3
2017;Freie Berufe;Ausländer;weiblich;1119;1290;243;15;69;156;507;21;426;1338;249;54;42;21;96;9
2017;Freie Berufe;Ausländer;Insgesamt;1161;1377;273;18;78;171;549;24;456;1404;264;60;45;24;102;12
2017;Freie Berufe;Insgesamt;männlich;294;561;189;69;39;123;234;69;384;858;168;45;96;63;165;39
2017;Freie Berufe;Insgesamt;weiblich;5703;7902;1473;510;399;1026;2673;357;4293;9642;1971;429;792;375;1494;432
2017;Freie Berufe;Insgesamt;Insgesamt;6000;8466;1662;582;438;1149;2907;429;4674;10500;2139;474;885;438;1659;471
2017;Hauswirtschaft;Deutsche;männlich;21;18;12;9;3;12;-;6;33;42;12;3;15;15;-;15
2017;Hauswirtschaft;Deutsche;weiblich;285;225;42;54;27;21;-;45;231;315;123;45;93;60;-;93
2017;Hauswirtschaft;Deutsche;Insgesamt;306;243;57;63;30;33;-;51;264;360;135;48;108;75;-;111
2017;Hauswirtschaft;Ausländer;männlich;24;0;0;0;0;0;-;-;0;9;0;0;-;-;-;-
2017;Hauswirtschaft;Ausländer;weiblich;57;6;3;0;6;3;-;-;15;51;6;0;-;0;-;0
2017;Hauswirtschaft;Ausländer;Insgesamt;81;6;6;0;6;3;-;-;15;63;6;3;-;0;-;0
2017;Hauswirtschaft;Insgesamt;männlich;45;18;15;9;3;12;-;6;36;54;12;3;15;15;-;15
2017;Hauswirtschaft;Insgesamt;weiblich;342;231;48;54;33;21;-;45;246;369;132;48;93;60;-;93
2017;Hauswirtschaft;Insgesamt;Insgesamt;387;249;60;63;36;33;-;51;282;420;141;51;108;75;-;111
2017;Insgesamt;Deutsche;männlich;38136;49020;8079;6273;2907;6507;19251;4716;31020;64131;14331;3588;11598;6300;10827;6300
2017;Insgesamt;Deutsche;weiblich;24372;31827;5676;3387;2004;4632;12069;2634;19137;39045;8625;2166;6525;3387;7002;3219
2017;Insgesamt;Deutsche;Insgesamt;62508;80847;13755;9660;4911;11139;31320;7353;50157;103176;22956;5751;18123;9690;17829;9519
2017;Insgesamt;Ausländer;männlich;7230;7653;1020;399;426;1017;3396;348;3003;8091;1716;387;654;330;1047;456
2017;Insgesamt;Ausländer;weiblich;3963;3735;627;117;195;459;1596;168;1218;3726;735;165;195;63;318;123
2017;Insgesamt;Ausländer;Insgesamt;11193;11388;1647;516;621;1476;4995;513;4221;11817;2451;552;852;393;1365;579
2017;Insgesamt;Insgesamt;männlich;45366;56673;9099;6672;3333;7524;22650;5064;34026;72222;16047;3972;12255;6630;11871;6756
2017;Insgesamt;Insgesamt;weiblich;28335;35562;6303;3504;2199;5088;13665;2802;20355;42771;9360;2331;6720;3450;7323;3339
2017;Insgesamt;Insgesamt;Insgesamt;73701;92235;15405;10176;5532;12615;36315;7866;54381;114993;25407;6303;18975;10080;19194;10095
2018;Industrie und Handel;Deutsche;männlich;25104;29991;5025;3708;2115;4800;12477;2664;17037;41499;8199;2142;7221;3843;5784;3876
2018;Industrie und Handel;Deutsche;weiblich;14130;18360;2895;1887;1233;2907;7173;1614;10269;22524;4701;1281;3816;2085;3735;1971
2018;Industrie und Handel;Deutsche;Insgesamt;39234;48351;7920;5595;3348;7707;19647;4278;27306;64026;12897;3423;11034;5928;9519;5844
2018;Industrie und Handel;Ausländer;männlich;4167;4434;810;294;279;669;1989;276;1716;4680;849;210;537;249;519;312
2018;Industrie und Handel;Ausländer;weiblich;1857;1782;306;96;78;240;828;141;558;1644;303;75;159;54;138;93
2018;Industrie und Handel;Ausländer;Insgesamt;6024;6219;1116;390;357;909;2817;417;2274;6324;1149;285;696;300;654;405
2018;Industrie und Handel;Insgesamt;männlich;29271;34425;5835;4002;2394;5469;14463;2940;18753;46179;9045;2349;7755;4092;6303;4188
2018;Industrie und Handel;Insgesamt;weiblich;15987;20145;3201;1983;1308;3147;8001;1755;10827;24168;5001;1356;3975;2139;3873;2064
2018;Industrie und Handel;Insgesamt;Insgesamt;45258;54570;9036;5985;3705;8616;22464;4695;29580;70347;14049;3708;11730;6228;10176;6249
2018;Handwerk;Deutsche;männlich;11541;17016;2505;2091;675;1416;6111;1431;11436;19710;5286;1188;3633;1989;4239;1965
2018;Handwerk;Deutsche;weiblich;3357;4836;726;486;240;453;1707;381;3018;4848;1467;312;1131;537;1092;492
2018;Handwerk;Deutsche;Insgesamt;14898;21852;3231;2577;915;1869;7815;1812;14454;24561;6756;1500;4764;2526;5331;2454
2018;Handwerk;Ausländer;männlich;3465;3633;516;180;216;465;1866;129;1935;4467;933;288;315;186;726;141
2018;Handwerk;Ausländer;weiblich;639;636;90;18;30;69;261;21;237;699;144;33;36;18;93;18
2018;Handwerk;Ausländer;Insgesamt;4101;4269;606;198;243;534;2127;150;2172;5169;1077;321;351;204;819;162
2018;Handwerk;Insgesamt;männlich;15006;20649;3018;2271;891;1884;7974;1560;13371;24180;6219;1476;3948;2175;4968;2106
2018;Handwerk;Insgesamt;weiblich;3996;5472;816;504;270;522;1968;399;3255;5550;1614;345;1167;552;1182;510
2018;Handwerk;Insgesamt;Insgesamt;19002;26118;3834;2775;1161;2403;9942;1959;16623;29727;7833;1821;5115;2730;6150;2616
2018;Landwirtschaft;Deutsche;männlich;1023;1617;159;336;24;102;468;330;1545;1821;480;93;549;321;501;285
2018;Landwirtschaft;Deutsche;weiblich;351;507;54;144;9;36;168;84;474;471;141;33;198;81;213;102
2018;Landwirtschaft;Deutsche;Insgesamt;1374;2124;213;480;33;138;639;411;2019;2292;618;126;747;402;714;387
2018;Landwirtschaft;Ausländer;männlich;72;75;12;9;3;6;24;0;36;117;18;3;9;0;21;3
2018;Landwirtschaft;Ausländer;weiblich;12;18;3;3;0;-;3;0;6;12;6;0;0;0;6;0
2018;Landwirtschaft;Ausländer;Insgesamt;84;93;15;12;3;6;27;3;42;129;24;3;12;0;24;3
2018;Landwirtschaft;Insgesamt;männlich;1095;1692;171;345;30;108;492;330;1581;1938;498;96;558;321;522;288
2018;Landwirtschaft;Insgesamt;weiblich;366;525;57;150;9;36;171;84;480;483;147;33;201;81;216;105
2018;Landwirtschaft;Insgesamt;Insgesamt;1458;2217;228;495;36;144;666;414;2061;2421;642;129;759;402;738;390
2018;Öffentlicher Dienst;Deutsche;männlich;567;666;261;174;42;54;345;129;624;1098;252;42;261;195;195;138
2018;Öffentlicher Dienst;Deutsche;weiblich;1380;1167;567;282;105;135;771;162;801;1770;393;63;435;216;288;174
2018;Öffentlicher Dienst;Deutsche;Insgesamt;1947;1833;828;456;147;186;1119;291;1425;2868;645;105;696;411;483;312
2018;Öffentlicher Dienst;Ausländer;männlich;48;27;15;6;12;3;18;6;12;60;3;6;9;3;3;0
2018;Öffentlicher Dienst;Ausländer;weiblich;75;42;24;6;6;3;30;0;15;60;6;3;3;0;0;0
